name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Ho Chi Minh City, VN",1/7/2024,84.7,75.6,79,87.2,74.6,78.8,67.8,76.6,0.02,31,6.4,rain,0,0,15.6,11.2,150.7,1010,46.4,16.6,258.4,9.3,6,0,2024-01-07T05:47:00,2024-01-07T18:10:00,0.58,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/8/2024,84.6,73.5,77.6,87.1,71.7,77.3,68.6,74.1,0,7,0,,0,0,17.1,13.5,162.8,1012.3,37.9,17.6,259.9,9.4,8,0,2024-01-08T05:48:00,2024-01-08T18:01:00,0.61,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/9/2024,84.5,73.6,78.6,86,72.5,79.8,60.6,67.8,0,5,0,,0,0,17.8,14.8,145.3,1012,63,13.3,225.1,8.1,6,0,2024-01-09T05:48:00,2024-01-09T18:02:00,0.64,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/10/2024,81.9,73.2,76.5,84.5,71.7,78.4,63.1,64.4,0.06,34,29.8,rain,0,0,23.2,14.3,329.7,1012,40.6,12,245.4,8.8,5,0,2024-01-10T05:45:00,2024-01-10T18:11:00,0.68,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/11/2024,81.3,74.1,76.4,83.3,74,77.9,60.4,45.8,0,20,0,,0,0,18.6,12.1,316.2,1006.2,80.6,11.2,280.7,10.1,10,0,2024-01-11T05:38:00,2024-01-11T18:19:00,0.71,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/12/2024,84.3,75.2,77.6,86.8,74.8,77.8,67.7,75.2,0.1,35,7.9,rain,0,0,20.4,11.6,182.9,1016,77.6,13.7,328.5,11.8,7,0,2024-01-12T05:31:00,2024-01-12T18:00:00,0.75,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/13/2024,85.8,76.4,78.6,87.4,75.1,78.6,67,74.9,0.08,24,14.6,rain,0,0,12.7,8.8,70.8,1012.5,45.6,11.9,333.7,12,6,0,2024-01-13T05:46:00,2024-01-13T18:13:00,0.78,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/14/2024,86.7,77.4,80.8,88.7,76.6,80.9,70.8,62.2,0,17,0,,0,0,22.4,14.3,129.7,1009.7,57.9,10.7,173,6.2,8,0,2024-01-14T05:38:00,2024-01-14T18:03:00,0.81,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/15/2024,86.2,75,78.6,87.6,74.6,79.2,61.5,81.2,0,3,0,,0,0,16.1,7.8,122,1004.4,66.4,15.7,240.2,8.6,8,0,2024-01-15T05:43:00,2024-01-15T18:16:00,0.85,Clear,"Nắng, nhiệt độ vừa, độ ẩm cao.",clear-day,VVTS
"Ho Chi Minh City, VN",1/16/2024,84.1,74.9,78.4,86.9,73.7,78.4,62.7,63.7,0.03,36,26.2,rain,0,0,24.1,14.5,224.4,1010.9,48.3,17.4,233.4,8.4,10,0,2024-01-16T05:39:00,2024-01-16T18:15:00,0.88,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/17/2024,86.5,76.8,80.7,88.9,76.4,81.1,71.6,53.5,0,13,0,,0,0,21,17.8,137,1013.8,55.9,12.1,176.4,6.4,6,10,2024-01-17T05:30:00,2024-01-17T18:12:00,0.92,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/18/2024,86.3,75.8,79.9,88.4,75,80.9,71.3,67.8,0,18,0,,0,0,12.8,8.8,265.7,1008.8,36,20.7,237.4,8.5,10,0,2024-01-18T05:41:00,2024-01-18T18:13:00,0.95,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/19/2024,84.6,73.5,77.3,86.5,71.8,77.5,65.9,61.8,0.01,28,15.8,rain,0,0,16.8,12.6,254.4,1007.3,81.2,16.7,219.4,7.9,7,0,2024-01-19T05:37:00,2024-01-19T18:09:00,0.98,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/20/2024,84.2,74.2,77.5,86.6,72.4,79.4,64.2,63.1,0.02,25,18.3,rain,0,0,20.7,16.5,136.7,1009.3,70.5,16,267.8,9.6,8,0,2024-01-20T05:31:00,2024-01-20T18:05:00,0.02,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/21/2024,85.6,75.3,79.1,87.7,74.7,79.6,65.9,59.6,0.01,28,7.1,rain,0,0,16.2,10.1,237,1003.1,34.7,13.6,287.6,10.4,3,0,2024-01-21T05:41:00,2024-01-21T18:11:00,0.05,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/22/2024,85.5,75.9,78.1,87.7,75.8,77.2,66.8,58.5,0.01,38,12,rain,0,0,16.2,7.7,270.1,1008.6,23.4,18.6,233.9,8.4,6,0,2024-01-22T05:39:00,2024-01-22T18:09:00,0.08,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/23/2024,80.2,73.9,76,81.4,73.8,77.5,63.7,69.6,0,12,0,,0,0,19.2,13.2,14.4,1003.4,81,10.7,289.2,10.4,6,0,2024-01-23T05:39:00,2024-01-23T18:19:00,0.12,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/24/2024,85.3,72.8,77.4,87.4,72.2,78.1,64.2,71.7,0.02,32,10,rain,0,0,13.3,9.6,150.9,1009.5,48.6,11.3,240.9,8.7,7,0,2024-01-24T05:37:00,2024-01-24T18:11:00,0.15,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/25/2024,84.6,73.9,78.5,85.6,73.1,79.6,62,71.2,0,15,0,,0,0,19.5,11.3,288.7,1010.8,56.6,11.3,206.9,7.4,6,0,2024-01-25T05:36:00,2024-01-25T18:07:00,0.19,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/26/2024,81.3,72.8,75.7,82.6,72.1,76.6,65.6,70.5,0.27,22,16.3,rain,0,0,19.5,10.6,74.2,1010.2,35.8,14.6,220.7,7.9,9,0,2024-01-26T05:34:00,2024-01-26T18:15:00,0.22,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/27/2024,83.6,74.1,78,84.9,72.2,78.9,68.1,63.5,0,10,0,,0,0,13,4.3,35.7,1010.7,78.2,11.8,187.3,6.7,6,0,2024-01-27T05:39:00,2024-01-27T18:11:00,0.25,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/28/2024,82.6,70,74.8,84.2,69.2,73.9,64.4,79.6,0.1,39,23.5,rain,0,0,21.6,16.7,213.5,1008.9,61.9,11.7,209.6,7.5,6,10,2024-01-28T05:49:00,2024-01-28T18:04:00,0.29,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/29/2024,82.9,73.9,76.2,85.6,72.7,78.1,61.5,56.6,0.01,29,28.3,rain,0,0,11.3,7.4,287.1,1009.5,74.9,15.2,151.9,5.5,7,0,2024-01-29T05:44:00,2024-01-29T18:12:00,0.32,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/30/2024,87.8,76.9,80.3,89.5,75,80.7,65.3,61.9,0,19,0,,0,0,15.1,6,73.4,1012.8,70.8,15.7,156.9,5.6,8,0,2024-01-30T05:42:00,2024-01-30T18:18:00,0.36,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/31/2024,80.6,73.2,76.1,82.6,72.7,77.4,66.4,63.2,0.02,26,29.7,rain,0,0,17.5,11.1,64.5,1006.1,53.8,17.9,299.1,10.8,7,0,2024-01-31T05:35:00,2024-01-31T18:10:00,0.39,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",2/1/2024,81.1,72.6,77,83.6,70.8,76,64.6,54.3,0.25,59,74.4,rain,0,0,18,10.7,333.7,1010.7,63.8,15,162.9,5.9,7,10,2024-02-01T05:47:00,2024-02-01T18:14:00,0.42,"Rain, Overcast","Mưa, nhiệt độ vừa, độ ẩm trung bình.",rain,VVTS
"Ho Chi Minh City, VN",2/2/2024,82.8,72.2,77.2,85,72,76.4,67.7,60.2,0.01,27,12.9,rain,0,0,8,4.4,109.2,1009.1,64.6,9.4,277.9,10,11,0,2024-02-02T05:36:00,2024-02-02T18:17:00,0.46,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",2/3/2024,83.4,74.6,78.2,85.2,74.3,78.8,60.4,68,0.05,37,10.7,rain,0,0,22.8,16.2,356.5,1013.1,60,10.3,219.5,7.9,9,0,2024-02-03T05:44:00,2024-02-03T18:08:00,0.49,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",2/4/2024,86.2,75.3,79,88.8,74.8,79,68.8,80.1,0,0,0,,0,0,14.7,11.6,233.4,1009.2,20.1,16.8,273.6,9.8,10,0,2024-02-04T05:31:00,2024-02-04T18:06:00,0.53,Clear,"Nắng, nhiệt độ vừa, độ ẩm cao.",clear-day,VVTS
"Ho Chi Minh City, VN",2/5/2024,85.1,77.2,79.6,87.3,75.7,79.4,70.3,76.8,0.32,52,64.5,rain,0,0,19.5,10.3,57.8,1006.7,66.1,13.4,234.7,8.4,7,0,2024-02-05T05:44:00,2024-02-05T18:00:00,0.56,"Rain, Overcast","Mưa, nhiệt độ vừa, độ ẩm trung bình.",rain,VVTS
"Ho Chi Minh City, VN",2/6/2024,83.4,75,79.3,85.9,74,79.9,64.9,69.3,0,13,0,,0,0,17.9,14.9,306,1009,54,7.8,237.5,8.5,11,0,2024-02-06T05:34:00,2024-02-06T18:17:00,0.59,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",2/7/2024,82.6,72.6,77.4,83.9,72.4,78.4,64.5,62.3,0,7,0,,0,0,17.3,9,260.1,1008.3,66.2,15,238.8,8.6,10,0,2024-02-07T05:34:00,2024-02-07T18:07:00,0.63,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",2/8/2024,82.5,74.1,77.4,85,74.1,76.7,63,78.9,0,11,0,,0,0,17.2,9.8,357.5,1009.7,46.6,17.1,240.1,8.6,5,0,2024-02-08T05:41:00,2024-02-08T18:04:00,0.66,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",2/9/2024,85.6,73.9,78.8,87.9,72.7,78.5,61.7,71.8,0,10,0,,0,0,13.6,7.3,120.2,1009.6,61,17.8,347.4,12.5,10,0,2024-02-09T05:37:00,2024-02-09T18:10:00,0.69,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",2/10/2024,83.3,73.2,75.6,84.4,72.3,76.5,62,64.4,0,13,0,,0,0,11,6.9,109.5,1009.8,37.1,17.7,289.8,10.4,6,0,2024-02-10T05:46:00,2024-02-10T18:19:00,0.73,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",2/11/2024,84.1,74.6,79,86.7,74.4,78.8,62.4,52.8,0,19,0,,0,0,20.3,10.3,79.3,1006.3,35.5,15.6,404.6,14.6,5,0,2024-02-11T05:45:00,2024-02-11T18:04:00,0.76,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",2/12/2024,88.3,77.1,81,89.5,77,80.2,70.4,70.9,0,13,0,,0,0,15.7,10,339.5,1007.1,68.5,16.1,266.9,9.6,6,0,2024-02-12T05:48:00,2024-02-12T18:06:00,0.8,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",2/13/2024,89.1,78.3,81.1,91.9,78.2,80.9,66.1,74.1,0.18,27,29.4,rain,0,0,18.7,14.8,234.1,1008.8,70.9,13.4,304.1,10.9,7,0,2024-02-13T05:39:00,2024-02-13T18:04:00,0.83,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",2/14/2024,86.1,74.1,78.9,87.9,72.2,78.8,67.6,77.1,0.07,35,22.5,rain,0,0,17.9,12.8,20.6,1010.3,70.4,11.4,214.2,7.7,10,0,2024-02-14T05:35:00,2024-02-14T18:13:00,0.86,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",2/15/2024,86.9,76.1,79.1,89.2,75.4,79.5,68.6,66.1,0,20,0,,0,0,19,11.8,227.5,1011.5,76.6,22.5,305.4,11,9,0,2024-02-15T05:33:00,2024-02-15T18:19:00,0.9,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",2/16/2024,86.2,75.2,78.4,88.2,75,77.8,68.4,58,0,19,0,,0,0,17.5,12.7,301.8,1010,66.8,18.4,283.2,10.2,9,0,2024-02-16T05:38:00,2024-02-16T18:00:00,0.93,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",2/17/2024,81.3,73.4,77,82.9,72.2,77,65.8,76.5,0.06,28,17.4,rain,0,0,14.4,11.3,155.5,1007.1,57.7,16.9,215,7.7,9,0,2024-02-17T05:42:00,2024-02-17T18:12:00,0.97,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",2/18/2024,85.3,74.8,78.3,86.6,73.5,80,67.9,65,0.05,27,23.9,rain,0,0,14.5,9.3,161.3,1005.9,57.7,14.9,197.8,7.1,9,0,2024-02-18T05:32:00,2024-02-18T18:11:00,0,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",2/19/2024,80.3,70.6,75.3,82.6,68.8,74.6,65.6,67.6,0.15,27,21.9,rain,0,0,14.3,9.2,33.5,1007.9,47.9,19.1,192.8,6.9,9,0,2024-02-19T05:33:00,2024-02-19T18:03:00,0.03,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",2/20/2024,88,77.8,81.9,90.3,77.3,82.9,73.5,57.9,0.04,34,25.8,rain,0,0,21.1,11.2,58.9,1005.7,68.1,18.6,289.7,10.4,7,0,2024-02-20T05:34:00,2024-02-20T18:17:00,0.07,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",2/21/2024,85,75.6,79.5,86.9,74.9,79.7,63.8,69.1,0,18,0,,0,0,12.8,9.3,96.5,1011.2,65.2,15.7,202.1,7.3,9,0,2024-02-21T05:44:00,2024-02-21T18:03:00,0.1,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",2/22/2024,84.5,74.5,77.2,86.3,73.3,78.1,68.1,70.9,0.37,31,10.3,rain,0,0,15,10.1,238.6,1007.2,72.4,15,235,8.5,9,0,2024-02-22T05:38:00,2024-02-22T18:01:00,0.14,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",2/23/2024,85.9,74.1,78,87.3,72.1,78.3,61.8,65.3,0,17,0,,0,0,19.8,13.3,303.5,1007.6,56.6,20.3,211.5,7.6,9,0,2024-02-23T05:34:00,2024-02-23T18:06:00,0.17,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",2/24/2024,84.8,77.5,79.6,87.5,76.8,80.5,67.7,59.9,0,5,0,,0,0,23,13.6,55.6,1005,51.4,15.2,293.2,10.6,3,0,2024-02-24T05:37:00,2024-02-24T18:01:00,0.2,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",2/25/2024,82.5,73,77.9,85.2,72.2,79.4,62.2,68.4,0,15,0,,0,0,17.5,14.4,152.2,1014.2,20.9,13.6,205.6,7.4,9,0,2024-02-25T05:41:00,2024-02-25T18:07:00,0.24,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",2/26/2024,87.8,77.2,80.5,90.5,75.9,80.2,68,57.5,0,0,0,,0,0,18.8,11.4,129.1,1017.3,54.9,15.5,220.3,7.9,11,0,2024-02-26T05:37:00,2024-02-26T18:09:00,0.27,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",2/27/2024,82.7,75.7,78.4,85.4,74.8,78.1,65.5,69.5,0.11,28,16.4,rain,0,0,13.3,8.2,18.3,1008.7,52.9,18.5,235.3,8.5,6,0,2024-02-27T05:35:00,2024-02-27T18:15:00,0.31,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",2/28/2024,87.7,79.1,82,90.7,78.5,83.9,69.2,74.9,0,6,0,,0,0,17.6,11,8.9,1009.5,38.4,13.6,250.5,9,8,0,2024-02-28T05:44:00,2024-02-28T18:09:00,0.34,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",2/29/2024,87.7,76.9,80,90.1,76.3,79.3,69.3,70.3,0,19,0,,0,0,17.9,14.7,43.8,1009.8,64.5,17.4,201.9,7.3,8,0,2024-02-29T05:39:00,2024-02-29T18:05:00,0.37,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",3/1/2024,83.1,74.8,78.8,84.8,74.4,79.9,62.7,68.2,0.17,23,8.7,rain,0,0,17.4,7.8,65.8,1009.7,31.3,18.3,247.6,8.9,8,0,2024-03-01T05:37:00,2024-03-01T18:08:00,0.41,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",3/2/2024,90.4,84.2,86.4,92.1,82.3,87.2,69.3,74.8,0.06,28,8.1,rain,0,0,15,9.7,294.9,1009.3,63,18.4,274.6,9.9,5,0,2024-03-02T05:32:00,2024-03-02T18:11:00,0.44,Partially cloudy,"Mưa, nhiệt độ cao, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",3/3/2024,85.9,78.8,80.9,88.2,76.9,80.2,70.8,79.7,0.04,29,21.7,rain,0,0,21.2,12.5,93.8,1006.2,53.5,15.2,243.9,8.8,8,10,2024-03-03T05:47:00,2024-03-03T18:14:00,0.47,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",3/4/2024,84.6,75.7,79.6,87,74,79.4,70.4,70.1,0.01,35,15.7,rain,0,0,21,12.7,38.1,1009.1,44.9,19.1,251.1,9,9,10,2024-03-04T05:43:00,2024-03-04T18:19:00,0.51,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",3/5/2024,87.9,78.2,82.6,89,77,82.6,68.7,71,0.12,21,27.7,rain,0,0,19.3,12.1,190,1008,59.6,15.1,261.7,9.4,6,0,2024-03-05T05:46:00,2024-03-05T18:15:00,0.54,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",3/6/2024,87.7,76.3,80.9,88.8,75.7,80.8,66.2,58.4,0,6,0,,0,0,16.4,11.5,263.2,1007.3,38.7,15.7,246.7,8.9,4,0,2024-03-06T05:30:00,2024-03-06T18:04:00,0.58,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",3/7/2024,85.4,76.7,81.2,88.2,76,80.8,66,61.6,0.01,29,9.5,rain,0,0,17.3,10.8,29.5,1009.3,54.2,15.7,289.9,10.4,9,0,2024-03-07T05:37:00,2024-03-07T18:19:00,0.61,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",3/8/2024,84.7,74.2,77.8,85.9,73.4,77.4,61.4,70.3,0.07,35,7.9,rain,0,0,20.3,15.9,316.9,1006,66.1,13.2,325.5,11.7,10,0,2024-03-08T05:35:00,2024-03-08T18:18:00,0.64,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",3/9/2024,80,70.9,75.5,81.3,69.9,76.9,62.7,63.8,0.04,27,18.5,rain,0,0,15.3,11.9,22.6,1009.4,65.4,17.8,242.9,8.7,7,0,2024-03-09T05:42:00,2024-03-09T18:04:00,0.68,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",3/10/2024,83.3,74.8,78.2,86.2,74.7,78.5,68.8,69.2,0,12,0,,0,0,26.1,19.2,61.5,1006,71.3,13.2,183,6.6,8,0,2024-03-10T05:43:00,2024-03-10T18:11:00,0.71,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",3/11/2024,83.5,76.2,78.5,84.9,74.2,77.8,70.4,66,0,5,0,,0,0,21.8,12.4,33.7,1003.9,56.5,16.5,257.8,9.3,4,0,2024-03-11T05:37:00,2024-03-11T18:09:00,0.75,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",3/12/2024,87.1,75.5,79.6,90,75.3,79.3,68.9,89.5,0,32,24.5,rain,0,0,17.3,8.6,136.5,1002.3,34.2,15.1,241.1,8.7,7,0,2024-03-12T05:44:00,2024-03-12T18:09:00,0.78,Partially cloudy,"Nắng, nhiệt độ vừa, độ ẩm cao.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",3/13/2024,83.4,73.9,77.9,84.9,72.4,77.5,64.9,53.3,0,2,0,,0,0,15,10.7,3.8,1008,56.5,12.4,279.7,10.1,6,0,2024-03-13T05:48:00,2024-03-13T18:14:00,0.81,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",3/14/2024,87.2,74.6,79.2,89.2,74.2,79.6,66.6,64.9,0.11,33,28.5,rain,0,0,20.7,14.5,300.8,1013.8,69.9,19.2,256.9,9.2,10,0,2024-03-14T05:30:00,2024-03-14T18:10:00,0.85,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",3/15/2024,82.5,75.6,77.9,83.6,75,78.5,62.4,51.2,0.06,35,14.3,rain,0,0,11.6,8.5,253.2,1009.7,55.6,14.5,189.7,6.8,7,0,2024-03-15T05:44:00,2024-03-15T18:11:00,0.88,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",3/16/2024,87.3,75.2,79.9,89.8,74.6,80.4,68.5,70.2,0,0,0,,0,0,17.9,10.1,254.8,1008.4,52,13.1,170.2,6.1,3,0,2024-03-16T05:38:00,2024-03-16T18:02:00,0.92,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",3/17/2024,86.4,76.5,81.5,87.9,75.7,81.6,72.5,71.1,0,16,0,,0,0,17.3,9,324.1,1012.4,46.3,15.9,321.4,11.6,8,0,2024-03-17T05:40:00,2024-03-17T18:00:00,0.95,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",3/18/2024,85.9,75.8,80.8,86.9,75.5,80.4,65.1,52.5,0,0,0,,0,0,17.9,9,326.2,1011.1,47.1,21.5,289.4,10.4,6,0,2024-03-18T05:37:00,2024-03-18T18:14:00,0.98,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",3/19/2024,83.9,73.4,77.5,86.3,72.3,78.1,60,71.6,0.05,28,27.3,rain,0,0,17.3,9.2,183,1012.9,51.8,18.6,292.8,10.5,6,0,2024-03-19T05:43:00,2024-03-19T18:15:00,0.02,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",3/20/2024,86.4,75.9,80.6,88.5,74.3,80.9,66.8,68.8,0.04,24,5.6,rain,0,0,15.5,7.3,75,1007.4,46.4,13.3,231.1,8.3,6,0,2024-03-20T05:36:00,2024-03-20T18:17:00,0.05,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",3/21/2024,86.1,76.2,78.6,88.3,76,78.6,63.3,74.7,0.03,39,9.5,rain,0,0,18.3,10.2,90.8,1013.6,45.3,14.9,304.9,11,8,0,2024-03-21T05:43:00,2024-03-21T18:07:00,0.08,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",3/22/2024,86.5,77.5,79.6,88.6,75.6,80.4,66.8,68.7,0,9,0,,0,0,16.2,6.9,68.8,1014.1,46.5,10.8,244.2,8.8,7,0,2024-03-22T05:41:00,2024-03-22T18:16:00,0.12,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",3/23/2024,86.7,75.3,79.9,88.2,73.4,79.9,64.6,73.3,0,15,0,,0,0,16.4,7.8,196.9,1011.2,70,17.2,360.8,13,9,0,2024-03-23T05:48:00,2024-03-23T18:18:00,0.15,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
